
// SCENARIO ADJUSTMENTS - Cold War SR7
// RegionID, inscenario, timeoutvictory, lossforceend, spawncmdunit, nocapland, nonplayable
&&REGIONSCEN
101, 1, 0, 0, 0, 0, 0,
102, 1, 0, 0, 0, 0, 0,
103, 1, 0, 0, 0, 0, 0,
104, 1, 0, 0, 0, 0, 0,
105, 1, 0, 0, 0, 0, 0,
106, 1, 0, 0, 0, 0, 0,
189, 1, 0, 0, 0, 0, 0,
204, 1, 0, 0, 0, 0, 0,
209, 1, 0, 0, 0, 0, 0,
210, 1, 0, 0, 0, 0, 0,
212, 1, 0, 0, 0, 0, 0,
213, 1, 0, 0, 0, 0, 0,
217, 1, 0, 0, 0, 0, 0,
219, 1, 0, 0, 0, 0, 0,
224, 1, 0, 0, 0, 0, 0,
227, 1, 0, 0, 0, 0, 0,
286, 1, 0, 0, 0, 0, 0,
288, 1, 0, 0, 0, 0, 0,
289, 1, 0, 0, 0, 0, 0,
301, 1, 0, 0, 0, 0, 0,
302, 1, 0, 0, 0, 0, 0,
303, 1, 0, 0, 0, 0, 0,
304, 1, 0, 0, 0, 0, 0,
306, 1, 0, 0, 0, 0, 0,
308, 1, 0, 0, 0, 0, 0,
309, 1, 0, 0, 0, 0, 0,
310, 1, 0, 0, 0, 0, 0,
311, 1, 0, 0, 0, 0, 0,
388, 1, 0, 0, 0, 0, 0,
401, 1, 0, 0, 0, 0, 0,
402, 1, 0, 0, 0, 0, 0,
403, 1, 0, 0, 0, 0, 0,
404, 1, 0, 0, 0, 0, 0,
405, 1, 0, 0, 0, 0, 0,
406, 1, 0, 0, 0, 0, 0,
407, 1, 0, 0, 0, 0, 0,
408, 1, 0, 0, 0, 0, 0,
409, 1, 0, 0, 0, 0, 0,
410, 1, 0, 0, 0, 0, 0,
411, 1, 0, 0, 0, 0, 0,
415, 1, 0, 0, 0, 0, 0,
416, 1, 0, 0, 0, 0, 0,
417, 1, 0, 0, 0, 0, 0,
420, 1, 0, 0, 0, 0, 0,
488, 1, 0, 0, 0, 0, 0,
501, 1, 0, 0, 0, 0, 0,
589, 1, 0, 0, 0, 0, 0,
601, 1, 0, 0, 0, 0, 0,
602, 1, 0, 0, 0, 0, 0,
603, 1, 0, 0, 0, 0, 0,
604, 1, 0, 0, 0, 0, 0,
605, 1, 0, 0, 0, 0, 0,
606, 1, 0, 0, 0, 0, 0,
607, 1, 0, 0, 0, 0, 0,
608, 1, 0, 0, 0, 0, 0,
609, 1, 0, 0, 0, 0, 0,
610, 1, 0, 0, 0, 0, 0,
611, 1, 0, 0, 0, 0, 0,
612, 1, 0, 0, 0, 0, 0,
613, 1, 0, 0, 0, 0, 0,
615, 1, 0, 0, 0, 0, 0,
701, 1, 0, 0, 0, 0, 0,
702, 1, 0, 0, 0, 0, 0,
799, 1, 0, 0, 0, 0, 0,
704, 1, 0, 0, 0, 0, 0,
705, 1, 0, 0, 0, 0, 0,
706, 1, 0, 0, 0, 0, 0,
707, 1, 0, 0, 0, 0, 0,
708, 1, 0, 0, 0, 0, 0,
809, 1, 0, 0, 0, 0, 0,
810, 1, 0, 0, 0, 0, 0,
889, 1, 0, 0, 0, 0, 0,
905, 1, 0, 0, 0, 0, 0,
907, 1, 0, 0, 0, 0, 0,
908, 1, 0, 0, 0, 0, 0,
909, 1, 0, 0, 0, 0, 0,
910, 1, 0, 0, 0, 0, 0,
911, 1, 0, 0, 0, 0, 0,
912, 1, 0, 0, 0, 0, 0,
989, 1, 0, 0, 0, 0, 0,
1007, 1, 0, 0, 0, 0, 0,
1090, 1, 0, 0, 0, 0, 0,
1104, 0, 0, 0, 0, 0, 0,
1105, 0, 0, 0, 0, 0, 0,
1106, 0, 0, 0, 0, 0, 0,
1107, 0, 0, 0, 0, 0, 0,
1101, 0, 0, 0, 0, 0, 0,
1102, 0, 0, 0, 0, 0, 0,
1103, 0, 0, 0, 0, 0, 0,
1110, 0, 0, 0, 0, 0, 0,
1111, 0, 0, 0, 0, 0, 0,
1112, 0, 0, 0, 0, 0, 0,
1114, 0, 0, 0, 0, 0, 0,
1198, 0, 0, 0, 0, 0, 0,
1189, 0, 0, 0, 0, 0, 0,
1203, 0, 0, 0, 0, 0, 0,
1204, 0, 0, 0, 0, 0, 0,
1205, 0, 0, 0, 0, 0, 0,
1298, 0, 0, 0, 0, 0, 0,
1299, 0, 0, 0, 0, 0, 0,
1306, 0, 0, 0, 0, 0, 0,
1389, 0, 0, 0, 0, 0, 0,
1402, 0, 0, 0, 0, 0, 0,
1404, 0, 0, 0, 0, 0, 0,
1489, 0, 0, 0, 0, 0, 0,
1505, 0, 0, 0, 0, 0, 0,
1589, 0, 0, 0, 0, 0, 0,
1605, 0, 0, 0, 0, 0, 0,
1603, 0, 0, 0, 0, 0, 0,
1604, 0, 0, 0, 0, 0, 0,
1689, 0, 0, 0, 0, 0, 0,
1705, 0, 0, 0, 0, 0, 0,
1788, 0, 0, 0, 0, 0, 0,
1801, 0, 0, 0, 0, 0, 0,
1901, 0, 0, 0, 0, 0, 0,
1902, 0, 0, 0, 0, 0, 0,
1906, 0, 0, 0, 0, 0, 0,
1907, 0, 0, 0, 0, 0, 0,
1909, 0, 0, 0, 0, 0, 0,
1989, 0, 0, 0, 0, 0, 0,
2001, 0, 0, 0, 0, 0, 0,
2002, 0, 0, 0, 0, 0, 0,
2003, 0, 0, 0, 0, 0, 0,
2101, 0, 0, 0, 0, 0, 0,
2103, 0, 0, 0, 0, 0, 0,
2106, 0, 0, 0, 0, 0, 0,
2107, 0, 0, 0, 0, 0, 0,
2108, 0, 0, 0, 0, 0, 0,
2109, 0, 0, 0, 0, 0, 0,
2110, 0, 0, 0, 0, 0, 0,
2111, 0, 0, 0, 0, 0, 0,
2112, 0, 0, 0, 0, 0, 0,
2113, 0, 0, 0, 0, 0, 0,
2297, 0, 0, 0, 0, 0, 0,
2202, 0, 0, 0, 0, 0, 0,
2203, 0, 0, 0, 0, 0, 0,
2204, 0, 0, 0, 0, 0, 0,
2207, 0, 0, 0, 0, 0, 0,
2208, 0, 0, 0, 0, 0, 0,
2301, 0, 0, 0, 0, 0, 0,
2302, 0, 0, 0, 0, 0, 0,
2303, 0, 0, 0, 0, 0, 0,
2304, 0, 0, 0, 0, 0, 0,
2305, 0, 0, 0, 0, 0, 0,
2306, 0, 0, 0, 0, 0, 0,
2308, 0, 0, 0, 0, 0, 0,
2309, 0, 0, 0, 0, 0, 0,
2310, 0, 0, 0, 0, 0, 0,
2311, 0, 0, 0, 0, 0, 0,
2312, 0, 0, 0, 0, 0, 0,
2313, 0, 0, 0, 0, 0, 0,
2499, 0, 0, 0, 0, 0, 0,
2501, 0, 0, 0, 0, 0, 0,
2502, 0, 0, 0, 0, 0, 0,
2503, 0, 0, 0, 0, 0, 0,
2504, 0, 0, 0, 0, 0, 0,
2505, 0, 0, 0, 0, 0, 0,
2727, 0, 0, 0, 0, 0, 0,
2510, 0, 0, 0, 0, 0, 0,
2511, 0, 0, 0, 0, 0, 0,
2512, 0, 0, 0, 0, 0, 0,
2513, 0, 0, 0, 0, 0, 0,
2514, 0, 0, 0, 0, 0, 0,
2515, 0, 0, 0, 0, 0, 0,
2518, 0, 0, 0, 0, 0, 0,
2519, 0, 0, 0, 0, 0, 0,
2520, 0, 0, 0, 0, 0, 0,
2521, 0, 0, 0, 0, 0, 0,
2522, 0, 0, 0, 0, 0, 0,
2523, 0, 0, 0, 0, 0, 0,
2601, 0, 0, 0, 0, 0, 0,
2602, 0, 0, 0, 0, 0, 0,
2603, 0, 0, 0, 0, 0, 0,
2604, 0, 0, 0, 0, 0, 0,
2605, 0, 0, 0, 0, 0, 0,
2606, 0, 0, 0, 0, 0, 0,
2607, 0, 0, 0, 0, 0, 0,
2608, 0, 0, 0, 0, 0, 0,
2989, 0, 0, 0, 0, 0, 0,
2609, 0, 0, 0, 0, 0, 0,
1789, 0, 0, 0, 0, 0, 0,
1405, 0, 0, 0, 0, 0, 0,

// RelRegionID, Treatynum, DipRel, CivRel, BelliRel
&&CVPREL,  101    //

&&CVPREL,  102    //

&&CVPREL,  103    //

&&CVPREL,  104    //

&&CVPREL,  105    //

&&CVPREL,  106    //

&&CVPREL,  189    //

&&CVPREL,  204    //

&&CVPREL,  209    //

&&CVPREL,  210    //

&&CVPREL,  212    //

&&CVPREL,  213    //

&&CVPREL,  217    //

&&CVPREL,  219    //

&&CVPREL,  224    //

&&CVPREL,  227    //

&&CVPREL,  286    //

&&CVPREL,  288    //

&&CVPREL,  289    //

&&CVPREL,  301    //

&&CVPREL,  302    //

&&CVPREL,  303    //

&&CVPREL,  304    //
